ts,ec2,nodes_total,mng,karpenter,empty_worker,pods_user,pods_product,pods_stress,pods_pause,pending
1786898472,7,6,1,5,3,14,4,1,0,42
1786898490,7,7,1,6,0,42,9,1,0,12
1786898507,7,7,1,6,0,42,12,1,0,12
1786898525,7,7,1,6,0,42,12,1,0,13
1786898542,7,7,1,6,0,42,12,1,0,13
1786898560,7,7,1,6,0,42,12,1,0,18
1786898578,7,7,1,6,0,42,12,1,0,18
1786898595,7,7,1,6,0,42,12,1,0,18
1786898613,7,7,1,6,0,42,12,1,0,18
1786898631,7,7,1,6,0,42,12,1,0,18
1786898648,7,7,1,6,0,42,12,1,0,18
1786898666,7,7,1,6,0,42,12,1,0,18
1786898684,7,7,1,6,0,42,12,1,0,18
1786898702,7,7,1,6,0,42,12,1,0,18
1786898720,7,7,1,6,0,42,12,1,0,18
1786898737,7,7,1,6,0,42,12,1,0,18
1786898755,7,7,1,6,0,42,12,1,0,18
1786898773,7,7,1,6,0,42,12,1,0,18
1786898790,7,7,1,6,0,42,12,1,0,18
1786898808,7,7,1,6,0,42,12,1,0,18
1786898825,7,7,1,6,0,42,12,1,0,18
1786898843,7,7,1,6,0,42,12,1,0,18
1786898861,7,7,1,6,0,42,12,1,0,18
1786898878,7,7,1,6,0,42,12,1,0,18
1786898896,7,7,1,6,0,42,12,1,0,18
1786898914,7,7,1,6,0,42,12,1,0,19
1786898931,7,7,1,6,0,42,12,1,0,19
1786898949,7,7,1,6,0,42,12,1,0,19
1786898966,7,7,1,6,0,42,12,1,0,19
1786898984,7,7,1,6,0,42,12,1,0,19
1786899002,7,7,1,6,0,42,12,1,0,20
1786899019,7,7,1,6,0,42,12,1,0,20
1786899037,7,7,1,6,0,42,12,1,0,19
1786899055,7,7,1,6,0,42,12,1,0,19
1786899072,7,7,1,6,0,42,12,2,0,20
1786899090,7,7,1,6,1,2,12,2,0,42
1786899108,7,7,1,6,0,13,12,1,0,27
1786899125,7,7,1,6,0,30,8,1,0,0
1786899143,7,7,1,6,0,16,6,1,0,0
1786899160,7,7,1,6,0,14,4,1,0,1
1786899177,7,7,1,6,1,5,2,2,0,0
1786899195,7,7,1,6,2,3,1,1,0,0
1786899212,7,7,1,6,0,6,1,1,0,0
1786899231,7,7,1,6,0,52,1,1,0,2
1786899249,7,7,1,6,0,54,1,1,0,0
1786899270,7,7,1,6,0,54,36,1,0,150
1786899287,7,7,1,6,0,44,36,1,0,165
1786899305,7,7,1,6,0,23,36,1,0,165
1786899323,7,7,1,6,0,19,40,1,0,161
1786899341,7,7,1,6,0,12,66,2,0,100
1786899358,7,7,1,6,0,5,71,3,0,17
1786899376,7,7,1,6,0,1,74,6,0,0
1786899393,7,7,1,6,1,1,57,4,0,1
1786899411,7,7,1,6,1,1,37,4,0,1
1786899429,7,7,1,6,1,2,24,2,0,0
1786899446,7,7,1,6,0,5,21,3,0,0
1786899464,7,7,1,6,0,5,14,3,0,0
1786899481,7,7,1,6,0,4,7,2,0,0
1786899499,7,7,1,6,2,4,3,1,0,0
1786899516,7,5,1,4,0,5,3,1,0,0
1786899534,6,5,1,4,0,4,2,1,0,0
1786899551,5,5,1,4,0,5,2,1,0,0
1786899569,5,5,1,4,0,5,2,1,0,0
1786899586,5,5,1,4,1,3,2,1,0,0
1786899603,5,3,1,2,0,4,3,1,0,0
1786899621,4,3,1,2,0,3,2,1,0,0
1786899638,3,3,1,2,0,3,2,1,0,0
1786899656,3,3,1,2,0,3,2,1,0,0
1786899673,3,3,1,2,0,3,2,1,0,0
1786899691,2,2,1,1,0,3,2,1,0,0
1786899708,2,2,1,1,0,3,2,1,0,0
1786899726,2,2,1,1,0,3,2,1,0,0
1786899743,2,2,1,1,0,3,2,1,0,0
1786899761,2,2,1,1,0,3,2,1,0,0
1786899778,2,2,1,1,0,3,2,1,0,0
1786899795,2,2,1,1,0,4,2,1,0,0
1786899813,2,2,1,1,0,4,2,1,0,0
1786899831,2,2,1,1,0,4,2,1,0,0
1786899848,2,2,1,1,0,4,2,1,0,0
1786899866,2,2,1,1,0,4,2,1,0,0
1786899883,2,2,1,1,0,4,2,1,0,0
1786899900,2,2,1,1,0,4,2,1,0,0
1786899918,2,2,1,1,0,4,2,1,0,0
1786899935,2,2,1,1,0,4,2,1,0,0
1786899953,2,2,1,1,0,4,2,1,0,0
1786899970,2,2,1,1,0,4,2,1,0,0
1786899988,2,2,1,1,0,4,2,1,0,0
1786900005,2,2,1,1,0,4,2,1,0,0
1786900023,2,2,1,1,0,4,2,1,0,0
1786900040,2,2,1,1,0,4,2,1,0,0
1786900057,2,2,1,1,0,4,2,1,0,0
1786900075,2,2,1,1,0,4,2,2,0,0
1786900092,2,2,1,1,0,4,2,2,0,0
1786900110,2,2,1,1,0,6,3,2,0,0
1786900127,2,2,1,1,0,8,4,1,0,0
1786900145,2,2,1,1,0,11,4,1,0,2
1786900162,2,2,1,1,0,11,4,1,0,11
1786900180,2,2,1,1,0,11,4,1,0,11
1786900197,2,2,1,1,0,11,4,1,0,21
1786900214,2,2,1,1,0,11,4,2,0,28
1786900232,2,2,1,1,0,11,4,2,0,40
1786900250,2,2,1,1,0,11,4,1,0,46
1786900267,2,2,1,1,0,11,4,1,0,59
1786900285,2,2,1,1,0,11,4,1,0,60
1786900303,2,2,1,1,0,11,4,2,0,94
1786900321,2,2,1,1,0,11,4,2,0,93
1786900338,2,2,1,1,0,11,4,2,0,69
1786900356,2,2,1,1,0,11,4,1,0,42
1786900373,2,2,1,1,0,11,4,1,0,10
1786900391,2,2,1,1,0,11,2,1,0,2
1786900408,2,2,1,1,0,6,2,1,0,0
1786900426,2,2,1,1,0,4,2,1,0,0
1786900444,2,2,1,1,0,4,2,1,0,0
1786900461,2,2,1,1,0,4,2,1,0,0
1786900478,2,2,1,1,0,4,2,1,0,0
1786900496,2,2,1,1,0,4,2,1,0,0
1786900513,2,2,1,1,0,4,2,1,0,0
1786900531,2,2,1,1,0,4,2,1,0,0
1786900548,2,2,1,1,0,4,2,1,0,0
1786900566,2,2,1,1,0,4,2,1,0,0
1786900584,2,2,1,1,0,4,2,1,0,0
1786900601,2,2,1,1,0,4,2,1,0,0
1786900619,2,2,1,1,0,4,2,1,0,0
1786900637,2,2,1,1,0,4,2,1,0,0
1786900654,2,2,1,1,0,4,2,1,0,0
1786900672,2,2,1,1,0,4,2,1,0,0
1786900689,2,2,1,1,0,4,2,1,0,0
1786900706,2,2,1,1,0,4,2,1,0,0
1786900724,2,2,1,1,0,4,2,1,0,0
1786900741,2,2,1,1,0,4,2,1,0,0
1786900759,2,2,1,1,0,4,2,1,0,0
1786900776,2,2,1,1,0,4,2,1,0,0
1786900794,2,2,1,1,0,4,2,1,0,0
1786900811,2,2,1,1,0,4,2,1,0,0
1786900829,2,2,1,1,0,4,2,1,0,0
1786900846,2,2,1,1,0,4,2,1,0,0
1786900864,2,2,1,1,0,4,2,1,0,0
1786900881,2,2,1,1,0,4,2,1,0,0
1786900899,2,2,1,1,0,4,2,1,0,0
1786900916,2,2,1,1,0,4,2,1,0,0
1786900934,2,2,1,1,0,4,2,1,0,0
1786900952,2,2,1,1,0,4,2,1,0,0
1786900969,2,2,1,1,0,4,2,1,0,0
1786900987,2,2,1,1,0,4,2,1,0,0
1786901004,2,2,1,1,0,4,2,1,0,0
1786901022,2,2,1,1,0,4,2,1,0,0
1786901040,2,2,1,1,0,4,2,1,0,3
1786901057,2,2,1,1,0,2,1,1,0,6
1786901074,2,2,1,1,0,2,1,1,0,6
1786901092,2,2,1,1,0,2,2,1,0,1
1786901109,2,2,1,1,0,4,3,1,0,1
1786901127,2,2,1,1,0,4,2,2,0,0
1786901144,2,2,1,1,0,4,2,2,0,0
1786901162,2,2,1,1,0,4,2,1,0,1
1786901179,2,2,1,1,0,2,2,2,0,0
1786901197,2,2,1,1,0,1,1,1,0,0
1786901214,2,2,1,1,0,1,1,1,0,0
1786901232,2,2,1,1,0,1,2,1,0,0
1786901249,2,2,1,1,0,18,1,1,0,4
1786901266,2,2,1,1,0,1,1,1,0,0
1786901284,2,2,1,1,0,1,1,1,0,0
1786901301,2,2,1,1,0,1,1,1,0,0
1786901319,2,2,1,1,0,1,1,1,0,0
1786901336,2,2,1,1,0,1,1,1,0,0
1786901353,2,2,1,1,0,1,1,1,0,0
1786901370,2,2,1,1,0,1,1,1,0,0
1786901388,2,2,1,1,0,1,1,1,0,0
1786901405,2,2,1,1,0,1,1,1,0,0
1786901422,2,2,1,1,0,1,1,1,0,0
1786901440,2,2,1,1,0,1,1,1,0,0
1786901457,2,2,1,1,0,1,1,1,0,0
1786901475,2,2,1,1,0,1,1,2,0,0
1786901492,2,2,1,1,0,4,3,3,0,0
1786901509,2,2,1,1,0,5,3,1,0,0
1786901527,2,2,1,1,0,3,2,1,0,0
1786901544,2,2,1,1,0,3,2,1,0,0
1786901562,2,2,1,1,0,3,2,1,0,0
1786901579,2,2,1,1,0,3,2,1,0,0
1786901596,2,2,1,1,0,3,2,1,0,0
1786901614,2,2,1,1,0,3,2,1,0,0
1786901631,2,2,1,1,0,3,2,1,0,0
1786901648,2,2,1,1,0,3,2,1,0,0
1786901666,2,2,1,1,0,3,2,1,0,0
1786901683,2,2,1,1,0,3,2,1,0,0
1786901701,2,2,1,1,0,3,2,1,0,0
1786901718,2,2,1,1,0,3,2,1,0,0
1786901736,2,2,1,1,0,3,2,1,0,0
1786901753,2,2,1,1,0,3,2,1,0,0
1786901770,2,2,1,1,0,3,2,1,0,0
1786901788,2,2,1,1,0,3,2,1,0,0
1786901805,2,2,1,1,0,3,2,1,0,0
1786901822,2,2,1,1,0,3,2,1,0,0
1786901840,2,2,1,1,0,3,2,1,0,0
1786901857,2,2,1,1,0,3,2,1,0,0
1786901875,2,2,1,1,0,3,2,1,0,0
1786901892,2,2,1,1,0,3,2,1,0,0
1786901910,2,2,1,1,0,3,2,1,0,0
1786901927,2,2,1,1,0,3,2,1,0,0
1786901944,2,2,1,1,0,3,2,1,0,0
1786901962,2,2,1,1,0,3,2,1,0,0
1786901979,2,2,1,1,0,3,2,1,0,0
1786901997,2,2,1,1,0,3,2,2,0,0
1786902014,2,2,1,1,0,4,2,2,0,10
1786902032,2,2,1,1,0,7,6,2,0,8
1786902049,2,2,1,1,0,8,9,1,0,13
1786902067,2,2,1,1,0,8,9,1,0,13
1786902084,2,2,1,1,0,8,9,1,0,13
1786902102,3,2,1,1,0,8,9,1,0,20
1786902120,3,3,1,2,1,8,9,1,0,20
1786902137,5,3,1,2,0,10,17,1,0,20
1786902155,5,3,1,2,0,11,18,2,0,23
1786902173,5,5,1,4,0,16,22,3,0,21
1786902191,5,5,1,4,0,20,24,4,0,16
1786902209,5,5,1,4,0,20,24,4,0,19
1786902226,5,5,1,4,0,20,24,4,0,19
1786902244,5,5,1,4,0,20,24,4,0,19
1786902262,5,5,1,4,0,20,24,4,0,19
1786902279,5,5,1,4,0,20,24,4,0,19
1786902297,5,5,1,4,0,20,24,4,0,20
1786902314,5,5,1,4,0,20,24,4,0,20
1786902332,5,5,1,4,0,20,24,4,0,20
1786902349,5,5,1,4,0,20,24,4,0,20
1786902367,5,5,1,4,0,20,24,4,0,20
1786902385,5,5,1,4,0,20,24,4,0,20
1786902402,5,5,1,4,0,20,24,4,0,20
1786902420,5,5,1,4,0,20,24,4,0,20
1786902438,5,5,1,4,0,20,24,4,0,20
1786902455,5,5,1,4,0,20,24,4,0,20
1786902473,5,5,1,4,0,20,24,4,0,20
1786902490,5,5,1,4,0,20,24,4,0,20
1786902508,5,5,1,4,0,20,24,4,0,20
1786902525,5,5,1,4,0,20,24,4,0,20
1786902543,5,5,1,4,0,20,24,4,0,20
1786902560,5,5,1,4,0,20,24,4,0,20
1786902578,5,5,1,4,0,20,24,4,0,20
1786902596,5,5,1,4,0,20,24,4,0,20
1786902613,5,5,1,4,0,20,24,4,0,20
1786902631,5,5,1,4,0,20,24,4,0,20
1786902648,5,5,1,4,0,20,24,4,0,20
1786902666,5,5,1,4,0,20,24,4,0,20
1786902683,5,5,1,4,0,20,24,4,0,20
1786902701,5,5,1,4,0,20,24,4,0,20
1786902719,5,5,1,4,0,20,24,4,0,20
1786902737,5,5,1,4,0,20,24,4,0,20
1786902754,5,5,1,4,0,20,24,4,0,20
1786902772,5,5,1,4,0,20,24,4,0,20
1786902790,5,5,1,4,0,20,24,4,0,20
1786902808,5,5,1,4,0,20,24,4,0,20
1786902825,5,5,1,4,0,20,24,4,0,20
1786902843,5,5,1,4,0,20,24,4,0,20
1786902861,5,5,1,4,0,20,24,4,0,20
1786902878,5,5,1,4,0,20,24,4,0,20
1786906633,3,2,1,1,0,1,2,3,0,0
1786906650,3,2,1,1,0,1,2,3,0,0
1786906668,2,2,1,1,0,1,1,3,0,0
1786907128,2,2,1,1,0,4,2,2,0,0
1786907145,2,2,1,1,0,4,2,1,0,0
1786907163,2,2,1,1,0,4,2,1,0,0
1786907180,2,2,1,1,0,4,2,1,0,0
1786907197,2,2,1,1,0,4,2,1,0,0
1786907215,2,2,1,1,0,4,2,1,0,0
1786907232,2,2,1,1,0,4,2,2,0,0
1786907250,2,2,1,1,0,4,2,2,0,0
1786907267,2,2,1,1,0,4,2,2,0,0
1786907284,2,2,1,1,0,4,2,1,0,0
1786907302,2,2,1,1,0,4,2,3,0,0
1786907319,2,2,1,1,0,4,2,3,0,0
1786907336,2,2,1,1,0,4,2,2,0,0
1786907354,2,2,1,1,0,4,2,1,0,0
1786907371,2,2,1,1,0,4,2,3,0,0
1786907388,2,2,1,1,0,4,2,3,0,0
1786907406,2,2,1,1,0,4,2,2,0,1
1786907423,2,2,1,1,0,4,2,3,0,0
1786907441,2,2,1,1,0,4,2,3,0,0
1786907458,2,2,1,1,0,6,2,4,0,1
1786907475,2,2,1,1,0,6,2,4,0,1
1786907493,2,2,1,1,0,6,2,4,0,2
1786907510,2,2,1,1,0,6,2,2,0,2
1786907528,2,2,1,1,0,6,2,2,0,2
1786907545,2,2,1,1,0,6,2,2,0,2
1786907563,2,2,1,1,0,6,2,4,0,2
1786907580,2,2,1,1,0,6,2,7,0,2
1786907598,2,2,1,1,0,6,2,7,0,2
1786907615,2,2,1,1,0,6,2,5,0,2
1786907633,2,2,1,1,0,6,2,8,0,3
1786907650,3,2,1,1,0,6,2,8,0,3
1786907668,3,3,1,2,0,6,2,9,0,2
1786907685,3,3,1,2,0,6,2,9,0,2
1786907703,3,3,1,2,0,6,2,7,0,2
1786907720,3,3,1,2,0,6,2,6,0,2
1786907738,3,3,1,2,0,2,1,2,0,19
1786907755,5,3,1,2,0,2,1,2,0,28
1786907773,5,5,1,4,2,4,1,2,0,27
1786907791,5,5,1,4,0,11,1,4,0,20
1786907808,5,5,1,4,0,14,1,4,0,24
1786907826,5,5,1,4,0,14,1,4,0,24
1786907844,5,5,1,4,0,15,1,4,0,25
1786907861,5,5,1,4,0,15,1,4,0,25
1786907879,5,5,1,4,0,15,1,4,0,25
1786907897,5,5,1,4,0,15,1,4,0,25
1786907914,5,5,1,4,0,15,1,4,0,25
1786907932,5,5,1,4,0,15,1,4,0,24
1786907950,5,5,1,4,3,1,1,3,0,40
1786907967,5,5,1,4,1,4,1,3,0,37
1786907985,5,5,1,4,0,17,1,3,0,25
1786908002,5,5,1,4,0,18,1,3,0,24
1786908020,5,5,1,4,0,18,1,3,0,24
1786908037,5,5,1,4,0,18,1,3,0,24
1786908055,5,5,1,4,0,18,1,3,0,20
1786908073,5,5,1,4,1,9,1,3,0,16
1786908090,5,5,1,4,2,6,1,3,0,12
1786908108,5,5,1,4,2,3,1,3,0,9
1786908125,5,5,1,4,2,2,1,3,0,9
1786908143,5,5,1,4,2,2,1,3,0,9
1786908160,5,5,1,4,2,2,1,3,0,9
1786908178,5,5,1,4,2,2,1,3,0,9
1786908195,5,5,1,4,2,2,1,3,0,9
1786908213,5,5,1,4,2,2,1,3,0,9
1786908230,5,5,1,4,2,2,1,3,0,9
1786908248,5,5,1,4,2,2,1,3,0,9
1786908265,5,5,1,4,2,2,1,3,0,9
1786908283,5,5,1,4,2,2,1,3,0,6
1786908301,5,5,1,4,0,3,3,6,0,1
1786933723,2,2,1,1,0,5,3,1,0,0
1786933741,3,2,1,1,0,5,3,1,0,2
1786933758,4,2,1,1,0,5,3,2,0,4
1786933776,4,3,1,2,0,7,6,2,0,1
1786933793,4,4,1,3,0,9,6,2,0,0
1786933811,4,4,1,3,0,9,6,2,0,0
1786933829,4,4,1,3,0,9,6,2,0,0
1786933846,4,4,1,3,0,9,6,2,0,0
1786933864,4,4,1,3,0,9,6,2,0,0
1786933881,4,4,1,3,0,9,6,2,0,0
1786933899,4,4,1,3,0,9,6,2,0,0
1786933916,4,4,1,3,0,9,6,2,0,0
1786933934,4,4,1,3,0,9,6,2,0,0
1786933951,4,4,1,3,0,9,6,2,0,0
1786933969,4,4,1,3,0,9,6,2,0,0
1786933986,4,4,1,3,0,9,6,2,0,0
1786934004,4,4,1,3,0,9,6,2,0,0
1786934021,4,4,1,3,0,9,6,2,0,0
1786934039,4,4,1,3,0,9,6,2,0,0
1786934056,4,4,1,3,0,9,6,2,0,0
1786934074,4,4,1,3,0,1,6,3,0,1
1786934091,4,4,1,3,0,1,1,2,0,0
1786934109,4,4,1,3,0,1,1,1,0,0
1786934126,4,4,1,3,0,1,1,1,0,2
1786934144,2,2,1,1,0,1,1,1,0,0
