ts,ec2,nodes_total,mng,karpenter,empty_worker,pods_user,pods_product,pods_stress,pods_pause,pending
1786858878,2,2,1,1,0,1,1,1,0,0
1786858896,2,2,1,1,0,1,1,1,0,0
1786858913,2,2,1,1,0,1,1,1,0,0
1786858931,2,2,1,1,0,1,1,1,0,0
1786858948,2,2,1,1,0,1,1,1,0,0
1786858966,2,2,1,1,0,1,1,1,0,0
1786858983,2,2,1,1,0,1,1,1,0,0
1786859001,2,2,1,1,0,1,1,1,0,0
1786859018,2,2,1,1,0,1,1,1,0,0
1786859036,2,2,1,1,0,1,1,1,0,0
1786859054,2,2,1,1,0,1,1,1,0,0
1786859071,2,2,1,1,0,1,1,1,0,0
1786859089,2,2,1,1,0,1,1,1,0,0
1786859106,2,2,1,1,0,1,1,1,0,0
1786859124,2,2,1,1,0,1,1,1,0,0
1786859141,2,2,1,1,0,1,1,1,0,0
1786859159,2,2,1,1,0,1,1,1,0,0
1786859176,2,2,1,1,0,1,1,1,0,0
1786859194,2,2,1,1,0,1,1,1,0,0
1786859211,2,2,1,1,0,1,1,1,0,0
1786859229,2,2,1,1,0,1,1,1,0,0
1786859246,2,2,1,1,0,1,1,1,0,0
1786859263,2,2,1,1,0,1,1,1,0,0
1786859280,2,2,1,1,0,1,1,1,0,0
1786859298,2,2,1,1,0,1,1,1,0,0
1786859315,2,2,1,1,0,1,1,1,0,0
1786859332,2,2,1,1,0,1,1,1,0,0
1786859350,2,2,1,1,0,1,1,1,0,0
1786859367,2,2,1,1,0,1,1,1,0,0
1786859385,2,2,1,1,0,1,1,1,0,0
1786859402,2,2,1,1,0,1,1,1,0,0
1786859419,2,2,1,1,0,1,1,1,0,0
1786859437,2,2,1,1,0,1,1,1,0,0
1786859454,2,2,1,1,0,1,1,1,0,0
1786859472,2,2,1,1,0,1,1,1,0,0
1786859489,2,2,1,1,0,1,1,1,0,0
1786859507,2,2,1,1,0,1,1,1,0,0
1786859524,2,2,1,1,0,1,1,1,0,0
1786859542,2,2,1,1,0,1,1,1,0,0
1786859559,2,2,1,1,0,1,1,1,0,0
1786859577,2,2,1,1,0,1,1,1,0,0
1786859594,2,2,1,1,0,2,4,2,0,3
1786859612,2,2,1,1,0,5,3,2,0,0
1786859629,2,2,1,1,0,4,2,1,0,0
1786859647,2,2,1,1,0,4,2,1,0,0
1786859664,2,2,1,1,0,4,2,1,0,0
1786859681,2,2,1,1,0,4,2,1,0,0
1786859699,2,2,1,1,0,4,2,1,0,0
1786859716,2,2,1,1,0,4,2,1,0,0
1786859734,2,2,1,1,0,4,2,1,0,0
1786859751,2,2,1,1,0,4,2,1,0,0
1786859768,2,2,1,1,0,4,2,1,0,0
1786859786,2,2,1,1,0,4,2,1,0,0
1786859803,2,2,1,1,0,4,2,1,0,0
1786859820,2,2,1,1,0,4,2,1,0,0
1786859838,2,2,1,1,0,4,2,1,0,0
1786859855,2,2,1,1,0,4,2,1,0,0
1786859873,2,2,1,1,0,4,2,1,0,0
1786859890,2,2,1,1,0,4,2,1,0,0
1786889790,2,2,1,1,0,4,2,1,0,0
1786889807,2,2,1,1,0,4,2,1,0,0
1786889825,2,2,1,1,0,2,2,1,0,0
1786889842,2,2,1,1,0,2,2,1,0,0
1786889860,2,2,1,1,0,2,2,1,0,0
1786889877,2,2,1,1,0,2,2,1,0,0
1786889895,2,2,1,1,0,2,2,1,0,0
1786889912,2,2,1,1,0,2,2,1,0,0
1786889929,2,2,1,1,0,2,2,1,0,0
1786889947,2,2,1,1,0,2,2,1,0,0
1786889964,2,2,1,1,0,2,2,1,0,0
1786889982,2,2,1,1,0,2,2,1,0,0
1786889999,2,2,1,1,0,2,2,1,0,0
1786890017,2,2,1,1,0,2,2,1,0,0
1786890034,2,2,1,1,0,2,2,1,0,0
1786890051,2,2,1,1,0,4,2,1,0,0
1786890069,2,2,1,1,0,4,4,1,0,0
1786890086,2,2,1,1,0,4,4,3,0,0
1786890104,2,2,1,1,0,4,6,3,0,0
1786890121,2,2,1,1,0,4,6,3,0,0
1786890138,2,2,1,1,0,4,6,3,0,0
1786890156,2,2,1,1,0,4,6,3,0,0
1786890173,2,2,1,1,0,4,6,2,0,0
1786890191,2,2,1,1,0,4,6,2,0,0
1786890208,2,2,1,1,0,4,6,2,0,0
1786890226,2,2,1,1,0,4,6,2,0,0
1786890243,2,2,1,1,0,4,6,2,0,0
1786890261,2,2,1,1,0,4,6,2,0,0
1786890278,2,2,1,1,0,4,6,2,0,0
1786890296,2,2,1,1,0,4,6,2,0,0
1786890313,2,2,1,1,0,4,6,3,0,0
1786890331,2,2,1,1,0,4,6,3,0,0
1786890348,2,2,1,1,0,4,6,2,0,0
1786890366,2,2,1,1,0,4,6,2,0,0
1786890383,3,2,1,1,0,4,6,3,0,1
1786890401,3,2,1,1,0,4,6,3,0,1
1786890419,3,3,1,2,1,4,6,2,0,0
1786890436,3,2,1,1,1,4,6,2,0,2
1786890454,3,2,1,1,0,4,6,2,0,0
1786890472,3,2,1,1,0,4,6,2,0,0
1786890489,3,2,1,1,0,3,6,2,0,0
1786890507,2,2,1,1,0,2,3,2,0,0
1786890524,2,2,1,1,0,2,3,2,0,0
1786890542,2,2,1,1,0,2,3,1,0,0
1786890559,2,2,1,1,0,2,3,1,0,0
1786890577,2,2,1,1,0,2,3,1,0,0
1786890594,2,2,1,1,0,2,3,1,0,0
1786890611,2,2,1,1,0,2,3,1,0,0
1786890629,2,2,1,1,0,2,3,1,0,0
1786890646,2,2,1,1,0,2,3,1,0,0
1786890663,2,2,1,1,0,2,3,1,0,0
1786890681,2,2,1,1,0,2,4,2,0,0
1786890698,2,2,1,1,0,1,4,1,0,0
1786890715,2,2,1,1,0,1,1,1,0,0
1786890732,2,2,1,1,0,1,1,1,0,0
1786890750,2,2,1,1,0,1,1,1,0,0
1786890767,2,2,1,1,0,1,1,1,0,0
1786890785,2,2,1,1,0,1,1,1,0,0
1786890802,2,2,1,1,0,1,1,1,0,0
1786890819,2,2,1,1,0,1,1,1,0,0
1786890837,2,2,1,1,0,1,1,1,0,0
1786890854,2,2,1,1,0,1,1,1,0,0
1786890871,2,2,1,1,0,1,1,1,0,0
1786890889,2,2,1,1,0,1,1,1,0,0
1786890906,2,2,1,1,0,1,1,1,0,0
1786890924,2,2,1,1,0,1,1,1,0,0
1786890941,2,2,1,1,0,1,1,1,0,0
1786890958,2,2,1,1,0,1,1,1,0,0
1786890976,2,2,1,1,0,1,1,1,0,0
1786890993,2,2,1,1,0,1,1,1,0,0
1786891010,2,2,1,1,0,1,1,1,0,0
1786891028,2,2,1,1,0,1,1,1,0,0
1786891045,2,2,1,1,0,1,1,1,0,0
1786891062,2,2,1,1,0,1,1,1,0,0
1786891080,2,2,1,1,0,1,1,1,0,0
1786891097,2,2,1,1,0,1,1,1,0,0
1786891114,2,2,1,1,0,1,1,1,0,0
1786891132,2,2,1,1,0,1,1,1,0,0
1786891149,2,2,1,1,0,1,1,1,0,0
1786891166,2,2,1,1,0,1,1,1,0,0
1786891184,2,2,1,1,0,1,1,1,0,0
1786891201,2,2,1,1,0,1,1,1,0,0
1786891218,2,2,1,1,0,1,1,1,0,0
1786891235,2,2,1,1,0,1,1,1,0,0
1786891253,2,2,1,1,0,1,1,1,0,0
1786891270,2,2,1,1,0,1,1,1,0,0
1786891287,2,2,1,1,0,1,1,1,0,0
1786891305,2,2,1,1,0,1,1,1,0,0
1786891322,2,2,1,1,0,1,1,1,0,0
1786891339,2,2,1,1,0,1,1,1,0,0
1786891357,2,2,1,1,0,1,1,1,0,0
1786891374,2,2,1,1,0,1,1,1,0,0
1786891391,2,2,1,1,0,1,1,1,0,0
1786891408,2,2,1,1,0,1,1,1,0,0
1786891426,2,2,1,1,0,1,1,1,0,0
1786891443,2,2,1,1,0,1,1,1,0,0
1786891460,2,2,1,1,0,1,1,1,0,0
1786891478,2,2,1,1,0,1,1,1,0,0
1786891495,2,2,1,1,0,1,1,1,0,0
1786891512,2,2,1,1,0,1,1,1,0,0
1786891530,2,2,1,1,0,1,1,1,0,0
1786891547,2,2,1,1,0,1,1,1,0,0
1786891565,2,2,1,1,0,1,1,1,0,0
1786891582,2,2,1,1,0,1,1,1,0,0
1786891600,2,2,1,1,0,1,1,1,0,0
1786891617,2,2,1,1,0,1,1,1,0,0
1786891635,2,2,1,1,0,1,1,1,0,0
1786891652,2,2,1,1,0,1,1,1,0,0
1786891670,2,2,1,1,0,1,1,1,0,0
1786891687,2,2,1,1,0,1,1,1,0,0
1786891705,2,2,1,1,0,1,1,1,0,0
1786891722,2,2,1,1,0,1,1,1,0,0
1786891739,2,2,1,1,0,1,1,1,0,0
1786891757,2,2,1,1,0,1,1,1,0,0
1786891774,2,2,1,1,0,1,1,1,0,0
1786891791,2,2,1,1,0,1,1,1,0,0
1786891809,2,2,1,1,0,1,1,1,0,0
1786891826,2,2,1,1,0,1,1,1,0,0
1786891843,2,2,1,1,0,1,1,1,0,0
1786891861,2,2,1,1,0,1,1,1,0,0
1786891878,2,2,1,1,0,1,1,1,0,0
1786891895,2,2,1,1,0,1,1,1,0,0
1786891913,2,2,1,1,0,1,1,1,0,0
1786891930,2,2,1,1,0,1,1,1,0,0
1786891947,2,2,1,1,0,1,1,1,0,0
1786891965,2,2,1,1,0,1,1,1,0,0
1786891982,2,2,1,1,0,1,1,1,0,0
1786892000,2,2,1,1,0,1,1,1,0,0
1786892017,2,2,1,1,0,1,1,1,0,0
1786892035,2,2,1,1,0,1,1,1,0,0
1786892052,2,2,1,1,0,1,1,1,0,0
1786892069,2,2,1,1,0,1,1,1,0,0
1786892087,2,2,1,1,0,1,1,1,0,0
1786892104,2,2,1,1,0,1,1,1,0,0
1786892122,2,2,1,1,0,1,1,1,0,0
1786892139,2,2,1,1,0,1,1,1,0,0
1786892156,2,2,1,1,0,1,1,1,0,0
1786892174,2,2,1,1,0,1,1,1,0,0
1786892191,2,2,1,1,0,1,1,1,0,0
1786892209,2,2,1,1,0,1,1,1,0,0
1786892226,2,2,1,1,0,1,1,1,0,0
1786892243,2,2,1,1,0,1,1,1,0,0
1786892261,2,2,1,1,0,1,1,1,0,0
1786892278,2,2,1,1,0,1,1,1,0,0
1786892295,2,2,1,1,0,1,1,1,0,0
1786892313,2,2,1,1,0,1,1,1,0,0
1786892330,2,2,1,1,0,1,1,1,0,0
1786892347,2,2,1,1,0,1,1,1,0,0
1786892365,2,2,1,1,0,1,1,1,0,0
1786892382,2,2,1,1,0,1,1,1,0,0
1786892400,2,2,1,1,0,1,1,1,0,0
1786892417,2,2,1,1,0,1,1,1,0,0
1786892434,2,2,1,1,0,1,1,1,0,0
1786892452,2,2,1,1,0,1,1,1,0,0
1786892469,2,2,1,1,0,1,1,1,0,0
1786892486,2,2,1,1,0,1,1,1,0,0
1786892504,2,2,1,1,0,1,1,1,0,0
1786892521,2,2,1,1,0,1,1,1,0,0
1786892538,2,2,1,1,0,1,1,1,0,0
1786892556,2,2,1,1,0,1,1,1,0,0
1786892573,2,2,1,1,0,1,1,1,0,0
1786892590,2,2,1,1,0,1,1,1,0,0
1786892608,2,2,1,1,0,1,1,1,0,0
1786892625,2,2,1,1,0,1,1,1,0,0
1786892642,2,2,1,1,0,1,1,1,0,0
1786892660,2,2,1,1,0,1,1,1,0,0
1786892677,2,2,1,1,0,1,1,1,0,0
1786892694,2,2,1,1,0,1,1,1,0,0
1786892711,2,2,1,1,0,1,1,1,0,0
1786892729,2,2,1,1,0,1,1,1,0,0
1786892746,2,2,1,1,0,1,1,1,0,0
1786892763,2,2,1,1,0,1,1,1,0,0
1786892781,2,2,1,1,0,1,1,1,0,0
1786892798,2,2,1,1,0,1,1,1,0,0
1786892816,2,2,1,1,0,1,1,1,0,0
1786892833,2,2,1,1,0,1,1,1,0,0
1786892850,2,2,1,1,0,1,1,1,0,0
1786892868,2,2,1,1,0,1,1,1,0,0
1786892885,2,2,1,1,0,1,1,1,0,0
1786892902,2,2,1,1,0,1,1,4,0,0
1786892920,2,2,1,1,0,1,1,4,0,0
1786892937,2,2,1,1,0,7,2,5,0,0
1786892955,3,2,1,1,0,8,3,2,0,1
1786892972,3,3,1,2,1,7,2,2,0,1
1786892989,3,3,1,2,1,6,2,1,0,0
1786893007,3,3,1,2,1,6,2,1,0,0
1786893024,3,3,1,2,1,6,2,1,0,0
1786893042,3,3,1,2,1,6,2,1,0,0
1786893059,2,2,1,1,0,6,2,1,0,0
1786893076,2,2,1,1,0,6,2,1,0,0
1786893094,2,2,1,1,0,6,2,1,0,0
1786893111,2,2,1,1,0,6,2,1,0,0
1786893128,2,2,1,1,0,6,2,1,0,0
1786893146,2,2,1,1,0,6,2,1,0,0
1786893163,2,2,1,1,0,6,2,1,0,0
1786893180,2,2,1,1,0,6,2,1,0,0
1786893198,2,2,1,1,0,6,2,1,0,0
1786893215,2,2,1,1,0,6,2,1,0,0
1786893233,2,2,1,1,0,6,2,1,0,0
1786893250,2,2,1,1,0,6,2,1,0,0
1786893268,2,2,1,1,0,6,2,1,0,0
1786893285,2,2,1,1,0,6,2,1,0,0
1786893302,2,2,1,1,0,6,2,1,0,0
1786893320,2,2,1,1,0,6,2,1,0,0
1786893337,2,2,1,1,0,6,2,1,0,0
1786893355,2,2,1,1,0,6,2,1,0,0
1786893372,2,2,1,1,0,6,2,1,0,0
1786893389,2,2,1,1,0,6,2,1,0,0
1786893407,2,2,1,1,0,6,2,1,0,0
1786893424,2,2,1,1,0,6,2,1,0,0
1786893442,2,2,1,1,0,6,2,1,0,0
1786893459,2,2,1,1,0,6,2,1,0,0
1786893476,2,2,1,1,0,6,2,1,0,0
1786893494,2,2,1,1,0,6,2,1,0,0
1786893511,2,2,1,1,0,6,2,1,0,0
1786893528,2,2,1,1,0,6,2,1,0,0
1786893546,2,2,1,1,0,6,2,1,0,0
1786893563,2,2,1,1,0,12,2,1,0,0
1786893581,2,2,1,1,0,12,2,1,0,0
1786893598,2,2,1,1,0,12,2,1,0,0
1786893616,2,2,1,1,0,8,2,1,0,0
1786893633,2,2,1,1,0,9,2,1,0,4
1786893651,2,2,1,1,0,13,2,1,0,0
1786893668,4,2,1,1,0,13,2,1,0,7
1786893686,4,2,1,1,0,13,2,1,0,7
1786893703,4,4,1,3,1,19,2,1,0,1
1786893721,4,4,1,3,1,9,2,1,0,0
1786893738,4,4,1,3,0,8,2,2,0,0
1786893756,4,4,1,3,0,6,2,2,0,0
1786893774,4,4,1,3,0,7,2,2,0,0
1786893791,4,4,1,3,0,7,2,2,0,0
1786893809,4,4,1,3,0,12,2,2,0,0
1786893826,4,4,1,3,1,12,2,1,0,0
1786893844,4,4,1,3,1,9,2,1,0,0
1786893861,4,4,1,3,0,26,2,1,0,5
1786893879,4,4,1,3,0,37,3,1,0,6
1786893897,8,4,1,3,0,42,3,1,0,24
1786893914,8,5,1,4,1,42,3,1,0,35
1786893932,8,8,1,7,0,63,4,2,0,52
1786893950,8,8,1,7,0,79,6,2,0,44
1786893967,8,8,1,7,0,82,8,2,0,40
1786893985,8,8,1,7,0,82,8,2,0,40
1786894003,8,8,1,7,0,82,8,2,0,40
1786894021,8,8,1,7,0,91,8,1,0,31
1786894038,8,8,1,7,0,96,8,1,0,26
1786894056,8,8,1,7,0,97,8,1,0,25
1786894074,8,8,1,7,0,97,8,1,0,26
1786894091,8,8,1,7,0,97,8,1,0,26
1786894109,8,8,1,7,0,97,8,1,0,26
1786894127,8,8,1,7,0,97,8,1,0,26
1786894145,8,8,1,7,0,97,8,1,0,26
1786894162,8,8,1,7,0,97,8,1,0,25
1786894180,8,8,1,7,0,97,8,1,0,25
1786894197,8,8,1,7,0,97,8,1,0,25
1786894214,8,8,1,7,0,97,8,1,0,25
1786894232,8,8,1,7,0,97,8,1,0,25
1786894249,8,8,1,7,0,97,8,1,0,25
1786894267,8,8,1,7,0,97,8,1,0,25
1786894284,8,8,1,7,0,97,8,1,0,25
1786894302,8,8,1,7,0,97,8,1,0,25
1786894319,8,8,1,7,0,97,8,1,0,25
1786894337,8,8,1,7,0,97,8,1,0,25
1786894360,8,8,1,7,0,97,8,1,0,25
1786894378,8,8,1,7,3,8,4,1,0,0
1786894396,8,8,1,7,3,8,4,1,0,0
1786894413,8,8,1,7,4,6,2,1,0,0
1786894431,6,6,1,5,2,6,2,1,0,0
1786894448,5,5,1,4,1,6,2,1,0,0
1786894466,4,4,1,3,0,6,2,1,0,0
1786894483,3,2,1,1,0,6,3,1,0,0
1786894501,2,2,1,1,0,6,2,1,0,0
1786894518,2,2,1,1,0,6,2,1,0,0
1786894535,2,2,1,1,0,2,3,2,0,1
1786894553,2,2,1,1,0,1,2,1,0,0
1786894570,2,2,1,1,0,1,1,1,0,0
1786894587,2,2,1,1,0,1,1,1,0,0
1786894605,2,2,1,1,0,1,1,1,0,0
1786894622,2,2,1,1,0,1,1,1,0,0
1786894640,2,2,1,1,0,1,1,1,0,0
1786894657,2,2,1,1,0,1,1,1,0,0
1786894674,2,2,1,1,0,1,1,1,0,0
1786894692,2,2,1,1,0,1,1,1,0,0
1786894709,2,2,1,1,0,1,1,1,0,0
1786894726,2,2,1,1,0,1,1,1,0,0
1786894743,2,2,1,1,0,1,1,1,0,0
1786894761,2,2,1,1,0,1,1,1,0,0
1786894778,2,2,1,1,0,1,1,1,0,0
1786894796,2,2,1,1,0,1,1,1,0,0
1786894813,2,2,1,1,0,1,1,1,0,0
1786894830,2,2,1,1,0,1,1,1,0,0
1786894848,2,2,1,1,0,1,1,1,0,0
1786894865,2,2,1,1,0,1,1,1,0,0
1786894882,2,2,1,1,0,1,1,1,0,0
1786894900,2,2,1,1,0,1,1,1,0,0
1786894917,2,2,1,1,0,1,1,1,0,0
1786894934,2,2,1,1,0,1,1,1,0,0
1786894951,2,2,1,1,0,1,1,1,0,0
1786894969,2,2,1,1,0,1,1,1,0,0
1786894986,2,2,1,1,0,1,1,1,0,0
1786895004,2,2,1,1,0,1,1,1,0,0
1786895021,2,2,1,1,0,1,1,1,0,0
1786895038,2,2,1,1,0,1,1,1,0,0
1786895056,2,2,1,1,0,1,1,1,0,0
1786895073,2,2,1,1,0,1,1,1,0,0
1786895090,2,2,1,1,0,1,1,1,0,0
1786895108,2,2,1,1,0,1,1,1,0,0
1786895125,2,2,1,1,0,1,1,1,0,0
1786895142,2,2,1,1,0,1,1,1,0,0
1786895160,2,2,1,1,0,1,1,1,0,0
1786895177,2,2,1,1,0,1,1,1,0,0
1786895194,2,2,1,1,0,1,1,1,0,0
1786895212,2,2,1,1,0,1,1,1,0,0
1786895229,2,2,1,1,0,1,1,1,0,0
1786895246,2,2,1,1,0,1,1,4,0,0
1786895264,2,2,1,1,0,2,3,5,0,0
1786895281,2,2,1,1,0,1,2,5,0,0
1786895298,2,2,1,1,0,1,2,2,0,0
1786895316,2,2,1,1,0,1,2,2,0,0
1786895333,2,2,1,1,0,1,2,1,0,0
1786895350,2,2,1,1,0,1,2,1,0,0
1786895368,2,2,1,1,0,1,2,1,0,0
1786895385,2,2,1,1,0,1,2,1,0,0
1786895402,2,2,1,1,0,1,2,1,0,0
1786895421,2,2,1,1,0,1,2,1,0,0
1786895438,2,2,1,1,0,1,2,1,0,0
1786895455,2,2,1,1,0,1,2,1,0,0
1786895473,2,2,1,1,0,1,2,1,0,0
1786895490,2,2,1,1,0,1,2,1,0,0
1786895508,2,2,1,1,0,1,2,1,0,0
1786895525,2,2,1,1,0,1,2,1,0,0
1786895542,2,2,1,1,0,1,2,1,0,0
1786895559,2,2,1,1,0,1,2,1,0,0
1786895577,2,2,1,1,0,1,2,1,0,0
1786895594,2,2,1,1,0,1,2,1,0,0
1786895612,2,2,1,1,0,1,2,1,0,0
1786895629,2,2,1,1,0,1,2,1,0,0
1786895646,2,2,1,1,0,1,2,1,0,0
1786895664,2,2,1,1,0,1,2,1,0,0
1786895681,2,2,1,1,0,1,2,1,0,0
1786895698,2,2,1,1,0,1,2,1,0,0
1786895716,2,2,1,1,0,1,2,1,0,0
1786895733,2,2,1,1,0,3,2,1,0,0
1786895751,3,2,1,1,0,3,4,1,0,4
1786895769,3,3,1,2,1,3,4,2,0,4
1786895786,3,3,1,2,0,6,7,4,0,2
1786895804,3,3,1,2,0,6,8,4,0,8
1786895822,3,3,1,2,0,6,8,4,0,10
1786895839,3,3,1,2,0,6,8,2,0,12
1786895857,3,3,1,2,0,6,8,1,0,21
1786895875,3,3,1,2,0,6,8,1,0,23
1786895892,3,3,1,2,0,6,8,1,0,24
1786895910,3,3,1,2,0,6,8,1,0,24
1786895927,3,3,1,2,0,6,8,1,0,24
1786895945,3,3,1,2,0,6,8,1,0,24
1786895962,3,3,1,2,0,6,8,1,0,24
1786895980,3,3,1,2,0,6,8,1,0,24
1786895997,3,3,1,2,0,6,8,1,0,24
1786896015,3,3,1,2,0,6,8,1,0,24
1786896032,3,3,1,2,0,6,8,1,0,24
1786896049,3,3,1,2,0,6,8,1,0,24
1786896067,3,3,1,2,0,6,8,1,0,24
1786896084,3,3,1,2,0,6,8,1,0,26
1786896102,3,3,1,2,0,6,8,1,0,26
1786896119,3,3,1,2,0,6,8,1,0,26
1786896137,3,3,1,2,0,6,8,1,0,26
1786896154,3,3,1,2,0,6,8,1,0,26
1786896172,3,3,1,2,0,6,8,1,0,26
1786896189,3,3,1,2,0,6,8,1,0,26
1786896207,3,3,1,2,0,6,8,1,0,26
1786896224,3,3,1,2,0,6,8,1,0,26
1786896242,3,3,1,2,0,6,8,1,0,26
1786896260,3,3,1,2,0,6,8,1,0,26
1786896277,3,3,1,2,0,6,8,1,0,26
1786896295,3,3,1,2,0,6,8,1,0,26
1786896312,3,3,1,2,0,6,8,1,0,26
1786896330,3,3,1,2,0,6,8,1,0,26
1786896347,3,3,1,2,0,6,8,1,0,26
1786896365,3,3,1,2,0,6,8,1,0,26
1786896382,3,3,1,2,0,6,8,1,0,26
1786896400,3,3,1,2,0,6,8,1,0,26
1786896417,3,3,1,2,0,6,8,1,0,26
1786896434,3,3,1,2,0,6,8,1,0,26
1786896452,3,3,1,2,0,6,8,1,0,26
1786896469,3,3,1,2,0,6,8,1,0,26
1786896487,3,3,1,2,0,6,8,1,0,26
1786896504,3,3,1,2,0,6,8,1,0,26
1786896521,3,3,1,2,0,6,8,1,0,26
1786896538,3,3,1,2,0,6,8,1,0,26
1786896556,3,3,1,2,0,6,8,1,0,26
1786896573,3,3,1,2,0,6,8,1,0,26
1786896591,3,3,1,2,0,6,8,1,0,26
1786896608,3,3,1,2,0,6,8,1,0,26
1786896625,3,3,1,2,0,6,8,1,0,26
1786896643,3,3,1,2,0,6,8,1,0,26
1786896660,3,3,1,2,0,6,8,1,0,26
1786896677,3,3,1,2,0,6,8,1,0,26
1786896695,3,3,1,2,0,6,8,1,0,26
1786896712,3,3,1,2,0,6,8,1,0,26
1786896730,3,3,1,2,0,6,8,1,0,26
1786896747,3,3,1,2,0,6,8,1,0,26
1786896764,3,3,1,2,0,6,8,1,0,26
1786896782,3,3,1,2,0,6,8,1,0,26
1786896799,3,3,1,2,0,6,8,1,0,26
1786896816,3,3,1,2,0,6,8,1,0,26
1786896834,3,3,1,2,0,6,8,1,0,26
1786896851,3,3,1,2,0,6,8,1,0,26
1786896868,3,3,1,2,0,6,8,1,0,26
1786896886,3,3,1,2,0,6,8,1,0,26
1786896903,3,3,1,2,0,6,8,1,0,26
1786896920,3,3,1,2,0,6,8,1,0,26
1786896938,3,3,1,2,0,6,8,1,0,26
1786896955,3,3,1,2,0,6,8,1,0,26
1786896972,3,3,1,2,0,6,8,1,0,26
1786896990,3,3,1,2,0,6,8,1,0,26
1786897007,3,3,1,2,0,6,8,1,0,26
1786897024,3,3,1,2,0,6,8,1,0,26
1786897042,3,3,1,2,0,6,8,1,0,26
1786897059,3,3,1,2,0,6,8,1,0,26
1786897077,3,3,1,2,0,6,8,1,0,26
1786897094,3,3,1,2,0,6,8,1,0,26
1786897111,3,3,1,2,0,6,8,1,0,26
1786897129,3,3,1,2,0,6,8,1,0,26
1786897146,3,3,1,2,0,6,8,1,0,26
1786897164,3,3,1,2,0,1,1,2,0,0
1786897181,3,3,1,2,0,1,1,1,0,0
1786897198,3,3,1,2,0,1,1,1,0,0
1786897216,3,2,1,1,0,2,1,1,0,0
1786897233,2,2,1,1,0,1,1,1,0,0
1786897250,2,2,1,1,0,1,1,1,0,0
1786897268,2,2,1,1,0,1,1,1,0,0
1786897285,2,2,1,1,0,1,1,1,0,0
1786897303,2,2,1,1,0,1,1,1,0,0
1786897320,2,2,1,1,0,1,1,1,0,0
1786897338,2,2,1,1,0,1,1,1,0,0
1786897355,2,2,1,1,0,1,1,1,0,0
1786897373,2,2,1,1,0,1,1,1,0,0
1786897390,2,2,1,1,0,1,1,1,0,0
1786897407,2,2,1,1,0,1,1,1,0,0
1786897425,2,2,1,1,0,1,1,1,0,0
1786897442,2,2,1,1,0,1,1,1,0,0
1786897459,2,2,1,1,0,1,1,1,0,0
1786897477,2,2,1,1,0,1,1,1,0,0
1786897494,2,2,1,1,0,1,1,1,0,0
1786897511,2,2,1,1,0,1,1,1,0,0
1786897529,2,2,1,1,0,1,1,1,0,0
1786897546,2,2,1,1,0,1,1,1,0,0
1786897563,2,2,1,1,0,1,1,1,0,0
1786897581,2,2,1,1,0,1,1,1,0,0
1786897598,2,2,1,1,0,1,1,1,0,0
1786897615,2,2,1,1,0,1,1,1,0,0
1786897633,2,2,1,1,0,1,1,1,0,0
1786897650,2,2,1,1,0,1,1,1,0,0
1786897668,2,2,1,1,0,1,1,1,0,0
1786897685,2,2,1,1,0,1,1,1,0,0
1786897702,2,2,1,1,0,1,1,1,0,0
1786897720,2,2,1,1,0,1,1,1,0,0
1786897737,2,2,1,1,0,1,1,1,0,0
1786897755,2,2,1,1,0,1,1,1,0,0
1786897772,2,2,1,1,0,1,1,1,0,0
1786897789,2,2,1,1,0,1,1,1,0,0
1786897807,2,2,1,1,0,1,1,1,0,0
1786897824,2,2,1,1,0,4,2,3,0,0
1786897842,2,2,1,1,0,4,3,3,0,1
1786897859,3,2,1,1,0,3,3,2,0,1
1786897877,3,3,1,2,1,3,2,1,0,0
1786897894,3,3,1,2,1,3,2,1,0,0
1786897911,3,3,1,2,1,3,2,1,0,0
1786897929,3,3,1,2,1,3,2,1,0,0
1786897946,3,2,1,1,1,3,2,1,0,2
1786897963,3,2,1,1,0,3,2,1,0,0
1786897981,3,2,1,1,0,3,2,1,0,0
1786897998,3,2,1,1,0,3,2,1,0,0
1786898016,2,2,1,1,0,3,2,1,0,0
1786898033,2,2,1,1,0,3,2,1,0,0
1786898050,2,2,1,1,0,3,2,1,0,0
1786898068,2,2,1,1,0,3,2,1,0,0
1786898085,2,2,1,1,0,3,2,1,0,0
1786898102,2,2,1,1,0,3,2,1,0,0
1786898120,2,2,1,1,0,3,2,1,0,0
1786898137,2,2,1,1,0,3,2,1,0,0
1786898155,2,2,1,1,0,3,2,1,0,0
1786898172,2,2,1,1,0,3,2,1,0,0
1786898190,3,2,1,1,0,7,2,1,0,1
1786898208,3,2,1,1,0,7,2,1,0,1
1786898226,3,3,1,2,0,8,2,1,0,0
1786898243,3,3,1,2,0,8,2,1,0,0
1786898261,3,3,1,2,1,7,2,1,0,0
1786898279,3,3,1,2,0,7,2,1,0,0
1786898297,3,3,1,2,0,9,2,1,0,0
1786898314,3,3,1,2,0,10,2,1,0,0
1786898332,3,3,1,2,0,10,2,1,0,0
1786898349,3,3,1,2,0,10,2,1,0,0
1786898367,3,3,1,2,0,10,2,1,0,0
1786898384,3,3,1,2,0,10,2,1,0,0
1786898402,3,3,1,2,0,9,2,1,0,0
1786898419,3,3,1,2,0,7,2,1,0,0
1786898437,3,3,1,2,0,7,2,1,0,0
1786898455,7,3,1,2,0,14,4,1,0,41
